BLOCK;DATETIME;SENDER;DONATION[PTS];SUM[PTS];RATE[AGS/PTS]
"37993";"2014-01-02 19:59:31 UTC";"PjJDMNQK95BSZXes2aycuT27up17ppJBBr";"40.2221485";"1972.53950792";"2.53480348"
"37993";"2014-01-02 19:59:31 UTC";"Pmxo4f9qLRWdTzczptBxUfawkgnHZ1V97m";"39.78224213";"1972.53950792";"2.53480348"
"37999";"2014-01-02 20:09:17 UTC";"Pgzsy1iMPNqvmrBHfYFHLBtgTiy2vLCQhH";"10.0";"1982.53950792";"2.52201784"
"38007";"2014-01-02 20:33:18 UTC";"PcovMofpK9W6rAuU27CUYZZLs7nWUx9S5m";"1.001";"1983.54050792";"2.52074509"
"38022";"2014-01-02 21:23:49 UTC";"PZ8NaYERjoHAhxanzgr77x9yw6ssCxH6Nb";"100.0";"2083.54050792";"2.39976136"
"38022";"2014-01-02 21:23:49 UTC";"Pk3digWc5fKcjeM6XDhvngRWYAAEDQvFJs";"5.0";"2088.54050792";"2.39401629"
"38026";"2014-01-02 21:33:51 UTC";"PjfW5LPJWL4aye6J7i6R8hhzfs4knodGXA";"100.0";"2188.54050792";"2.28462758"
"38034";"2014-01-02 21:58:50 UTC";"Ppsbbz8i6D1Hug2wcgYnyfuP8EbbQWBpbv";"100.0";"2288.54050792";"2.18479856"
"38041";"2014-01-02 22:21:35 UTC";"PZ8NaYERjoHAhxanzgr77x9yw6ssCxH6Nb";"100.0";"2388.54050792";"2.09332853"
"38041";"2014-01-02 22:21:35 UTC";"PiVUjNkwk6VKrKWCMtA7NkqFhfkqR5pnCS";"0.01";"2388.55050792";"2.09331977"
"38050";"2014-01-02 22:46:18 UTC";"PhMcmQX4Q69HVjzN7StXg8mZzDAEVEFWTy";"11.0";"2399.55050792";"2.08372359"
"38051";"2014-01-02 22:47:24 UTC";"PdbbYvKZGDT8Lh1fw1q6jeM1QdEA7aRTwZ";"0.0592518";"2399.60975972";"2.08367214"
"38052";"2014-01-02 22:48:00 UTC";"PYLPuQNL3PYiJY9J12gJY583319jUcR1vt";"100.0";"2499.60975972";"2.00031224"
"38058";"2014-01-02 23:04:46 UTC";"PbCZqytBVpcogb84LqjSotJACx2Q4jBsmB";"1.0";"2500.60975972";"1.99951231"
"38063";"2014-01-02 23:32:32 UTC";"Pt8CvcaxWiHiyyNznk8Kop6KUstgoSNqrU";"0.99";"2981.98775972";"1.67673391"
"38063";"2014-01-02 23:32:32 UTC";"PifyLUhq973ZWGneQaBZp5n62XU88N3BvU";"480.388";"2981.98775972";"1.67673391"
"38065";"2014-01-02 23:42:40 UTC";"PYNMdkgzvhftTMPqwVwQij77PdaxvbYGG4";"1.0";"2982.98775972";"1.67617181"
"38068";"2014-01-02 23:56:14 UTC";"PhygyADGcY44uHMo1WB4gdxYFvbrRpR4nM";"0.9971";"2983.98775972";"1.67561009"
"38068";"2014-01-02 23:56:14 UTC";"PtwS9gdiHC9uyU6FppC2VSXFHLzQAB5jCe";"0.0029";"2983.98775972";"1.67561009"
"38070";"2014-01-03 00:00:58 UTC";"PgExBZwKDXdkFd7Gjj9cZNppmeNMnYHctz";"0.5";"0.5";"10000.0"
"38076";"2014-01-03 00:18:35 UTC";"Pe1yLPQC5FWMLuDbEQ9FYw6Ad1SUq3ELUQ";"1.001";"1.501";"3331.11259161"
"38085";"2014-01-03 00:47:00 UTC";"Pd9M9sEY6LHXhND9r1dYmVhDR9v3qKuTBT";"1.08";"2.581";"1937.23363038"
"38094";"2014-01-03 01:07:45 UTC";"PZV5t24frfJoUVrw6NSFQpUxihazcRca41";"1.0";"3.581";"1396.25802848"
"38097";"2014-01-03 01:11:10 UTC";"PruNJHuGNUoMhvt6wuo3NN7Mb1XSUFfzn8";"1.019321";"5.581";"895.89679269"
"38097";"2014-01-03 01:11:10 UTC";"PiK7s894i742zfZduVKpGLgr7vJRqHGvre";"0.980679";"5.581";"895.89679269"
"38102";"2014-01-03 01:23:10 UTC";"PZncBArgbYrVmzcHWrYfX5rsbRZx61ebkc";"0.3";"5.881";"850.19554498"
"38105";"2014-01-03 01:34:12 UTC";"Pk3digWc5fKcjeM6XDhvngRWYAAEDQvFJs";"11.0";"16.881";"296.19098395"
"38118";"2014-01-03 02:02:13 UTC";"PhjrfnPwfs8JV7Fh9DPJkwpygPZsET1vhc";"1.74364091";"18.62464091";"268.46155178"
"38118";"2014-01-03 02:02:13 UTC";"Pbv1hwArD8ZQtNmB8gdLjAMYSV1Piu8Z33";"10.0";"28.62464091";"174.67468031"
"38120";"2014-01-03 02:11:23 UTC";"PjeD5BCNPryN3gYKAfWGrHPeGuW7FVSdeb";"0.1";"28.72464091";"174.06657983"
"38124";"2014-01-03 02:20:39 UTC";"Pa2tscnaLjd9fF1mrf9pc3vgTzC5WGFvMJ";"1.0";"29.72464091";"168.21061069"
"38124";"2014-01-03 02:20:39 UTC";"Po4Zrxn2ETU4Jz7wnLtwGxCoQajW8vE7y2";"0.1";"29.82464091";"167.64661191"
"38128";"2014-01-03 02:29:32 UTC";"PjRubytjeqK2LnhEZMsofVHJa7SJKz5wPX";"1.0";"30.82464091";"162.20789123"
"38135";"2014-01-03 02:55:09 UTC";"Pt9ui6y1s7fCRTYTvw8zK1mbd71kLaANKG";"19.0";"49.82464091";"100.35195254"
"38136";"2014-01-03 02:55:53 UTC";"PqaipcQGivLjZdcKTaSmaHGSBK6S176Fcp";"100.0";"149.82464091";"33.37234763"
"38136";"2014-01-03 02:55:53 UTC";"PvVc4oQPdcRbtHMNnJMjTtuRpxSCxwqv5W";"20.0";"169.82464091";"29.44213498"
"38142";"2014-01-03 03:08:35 UTC";"PpJD2iBL4ubruatXLTet68qFRAKv3UPygV";"0.01000791";"269.82464091";"18.53055371"
"38142";"2014-01-03 03:08:35 UTC";"Pmn92gLnpVLXwsnj2XU6qAeh28FAkQScdC";"1.00004022";"269.82464091";"18.53055371"
"38142";"2014-01-03 03:08:35 UTC";"Pu6qTNvKF7MbR75qYZMRjVAkUvZfYWgAzz";"98.98995187";"269.82464091";"18.53055371"
"38146";"2014-01-03 03:20:32 UTC";"Paj3GsJV8oxQ8TTd8iRjCREoKkRtmNDGC2";"0.1";"269.92464091";"18.52368862"
"38150";"2014-01-03 03:37:17 UTC";"PnTKXYA1Aa4N8ndQ2ieBQo3ppXqBdfPzZv";"14.13413687";"419.92464091";"11.90689832"
"38150";"2014-01-03 03:37:17 UTC";"PivFSDsTLSNYaC7pjDwyE8X9t5q56Q9Uap";"40.4182265";"419.92464091";"11.90689832"
"38150";"2014-01-03 03:37:17 UTC";"PvbVtabgt3pmTtqqo93fvDj1dbZUutKth6";"40.4234135";"419.92464091";"11.90689832"
"38150";"2014-01-03 03:37:17 UTC";"PuXVaCDJfvDssekSDNiq1r8gSJkL5GT9Fq";"40.7298125";"419.92464091";"11.90689832"
"38150";"2014-01-03 03:37:17 UTC";"PiQFJujdweZCdZMt7eeD3BwvCvXfPXK4hQ";"14.29441063";"419.92464091";"11.90689832"
"38150";"2014-01-03 03:37:17 UTC";"Pf76Ksb917UfgZxYMCvgKx6qUzfp6nGp6F";"1.0";"420.92464091";"11.87861083"
"38155";"2014-01-03 04:04:39 UTC";"Pa1atnqAVwrZQLRvBbJB9qSGNrBGxgP45F";"52.2";"473.12464091";"10.56803972"
"38156";"2014-01-03 04:05:02 UTC";"Pa1atnqAVwrZQLRvBbJB9qSGNrBGxgP45F";"40.62";"513.74464091";"9.73246162"
"38163";"2014-01-03 04:22:50 UTC";"PgTm2QG8uwDNXW9Yg5JdLty4oDa6PWbMv2";"0.1";"513.84464091";"9.73056757"
"38169";"2014-01-03 04:36:18 UTC";"PaAoiDgRv5bUSkDi4KrHd4JGwBLxfL4NCB";"2.0";"515.84464091";"9.69284084"
"38169";"2014-01-03 04:36:18 UTC";"PbCFouB8W7dCDUQbJWdi9KDXubJmM99oDj";"0.1";"515.94464091";"9.69096218"
"38171";"2014-01-03 04:42:50 UTC";"Pt4pc3yLqED2TAR11TYBN9bfHdnZoGN1Gu";"1.0";"516.94464091";"9.67221556"
"38173";"2014-01-03 04:49:27 UTC";"PnYmoz25zK9f8YiQGX9WcF6VnK7UKc7AiC";"1.0";"517.94464091";"9.65354133"
"38188";"2014-01-03 05:33:11 UTC";"Pa1atnqAVwrZQLRvBbJB9qSGNrBGxgP45F";"103.137892";"621.08253291";"8.05045986"
"38190";"2014-01-03 05:36:04 UTC";"PdtskBh88WDxWHT5WmpxbmfUKfcWYXsdnD";"32.8";"653.88253291";"7.64663338"
"38190";"2014-01-03 05:36:04 UTC";"PdUEYM4QJ9TFG11D23q8WjoQPw9KZgJYpM";"2.4302075";"656.31274041";"7.61831927"
"38199";"2014-01-03 06:09:27 UTC";"PeA4rUVfLJxWoQzxjJerJYt5JgDTRBAZrx";"0.25";"656.56274041";"7.61541844"
"38218";"2014-01-03 07:00:38 UTC";"PvP2vNCz2SmF96Wmkqioe1M6Poa7UYQRoi";"1.0";"657.56274041";"7.60383716"
"38220";"2014-01-03 07:16:35 UTC";"PjLN2rR5jxpzgekDFM8p8LK1H1gmNEiixs";"0.1558";"659.56274041";"7.58077995"
"38220";"2014-01-03 07:16:35 UTC";"PiQfpFBbDEBGDS9422jWyUhN4Lhp9Ea75T";"1.8442";"659.56274041";"7.58077995"
"38221";"2014-01-03 07:19:25 UTC";"PjEwaTLiaCV2Zev1gDR5RnoaP5FRt9qwf7";"1.0";"660.56274041";"7.56930371"
"38221";"2014-01-03 07:19:25 UTC";"Pn23saAvoNx9SZR9kUgsyN43u2ZpTwLaHd";"0.5";"661.06274041";"7.56357861"
"38235";"2014-01-03 07:58:15 UTC";"PpsXHowsbTjUqp4Kz1FhE3m5kPdkfzmwmM";"0.2";"661.26274041";"7.56129099"
"38252";"2014-01-03 08:35:49 UTC";"PrpT68Qi5SoebVNtzQqUm4Y5TPEX6sPA68";"20.0";"681.26274041";"7.33931228"
"38261";"2014-01-03 09:18:27 UTC";"PaEAKxjUN8pbzFhYZ975grev5hsiWrNBPr";"0.02";"681.28274041";"7.33909683"
"38269";"2014-01-03 09:41:14 UTC";"Pt65kGszuyEcg9fC4uWobVgXuxr8R9kR9e";"15.0";"696.28274041";"7.18099087"
"38283";"2014-01-03 10:22:45 UTC";"Ps2qp9pR3JELZYAfueBLddSHS5JfBdiS4B";"1.0";"697.28274041";"7.17069233"
"38291";"2014-01-03 10:51:29 UTC";"PhVSSsLDhjzKvxUqHM3p4ALFjo3BsQFADx";"0.1";"697.38274041";"7.1696641"
"38291";"2014-01-03 10:51:29 UTC";"PrFyBTMPjaj32MCMqbRA5E5iazyuxG15Tq";"0.1";"697.48274041";"7.16863617"
"38293";"2014-01-03 11:03:10 UTC";"PjZyESoryVLDGEvxjFEMV4qEj3mhWnSa74";"10.0";"707.48274041";"7.06731022"
"38294";"2014-01-03 11:06:04 UTC";"PfR9UYsTnekHfgdN1mZXbo7nbefrS8Ykx2";"1.55";"709.03274041";"7.05186053"
"38309";"2014-01-03 12:10:28 UTC";"Pb5hq3p8QBaf2ibgdjP8Z2D3HGxPkuRvBg";"1.0";"710.03274041";"7.04192879"
"38312";"2014-01-03 12:25:31 UTC";"PYBvKBy4wyvweKkTNFT8H5hpfbFRX276Qr";"1.0";"711.03274041";"7.03202499"
"38312";"2014-01-03 12:25:31 UTC";"PssVXspyKHedn3qgdWNuA3NYYLX4WmhufR";"0.5";"711.53274041";"7.02708353"
"38315";"2014-01-03 12:48:27 UTC";"PiEy6SMChYAKuUTNMSvB2zA2Kap9LQ6hFP";"0.2";"711.73274041";"7.02510889"
"38318";"2014-01-03 13:04:47 UTC";"PaQBizVd73nZizFZqoLM1cgxMFQQ36iKnE";"100.0";"811.73274041";"6.15966284"
"38318";"2014-01-03 13:04:47 UTC";"Pdr7G849KUa323M23tBv73Kf9iSpyo1oDQ";"30.0";"841.73274041";"5.94012774"
"38319";"2014-01-03 13:18:43 UTC";"Ph5v1rVkbkAYW91yqE9vPdkfZ7Wm2zFHXA";"2.5";"844.23274041";"5.92253742"
"38328";"2014-01-03 13:38:34 UTC";"Pu8jb856npwna7dz6fQmDq2VYaEp8ZEqMY";"0.1";"844.33274041";"5.92183598"
"38328";"2014-01-03 13:38:34 UTC";"PoZ5UgfjWxQPoa4QyGK3SZXjArZLuuLy4S";"0.00101";"844.33375041";"5.92182889"
"38331";"2014-01-03 13:52:08 UTC";"Pc7NNjstdbuAQ7WSCPdyaUeumZFuzU8hEE";"20.0";"864.33375041";"5.78480245"
"38331";"2014-01-03 13:52:08 UTC";"PsTaFTqgzvM43qFVFfai1ybKkw48ZgyVKM";"100.001";"964.33475041";"5.18492152"
"38333";"2014-01-03 14:14:20 UTC";"PnaN8U5vb7v4QSFnK2SaHxX27VP79WqmKA";"0.1844";"964.53475041";"5.18384641"
"38333";"2014-01-03 14:14:20 UTC";"PqFUsg1BQr8PPMxZTitD1YfdJunFLaTXf7";"0.0156";"964.53475041";"5.18384641"
"38335";"2014-01-03 14:22:31 UTC";"Pspv5hDZZPYN13Ca872YYZ75MMELB6zf4y";"50.0";"1014.53475041";"4.92836741"
"38335";"2014-01-03 14:22:31 UTC";"PZ7p9DXh4Qxjrm1e1sNQHsJ738vCVDTHkE";"2.008";"1016.54275041";"4.91863229"
"38335";"2014-01-03 14:22:31 UTC";"PphQ3gmNSXYazGehn7H72BvkPoamgURL8E";"17.0";"1033.54275041";"4.83772926"
"38335";"2014-01-03 14:22:31 UTC";"PbtLs2EjsNJw9cyV7NVdKrahqUUsVpApPm";"0.0841";"1034.54275041";"4.83305305"
"38335";"2014-01-03 14:22:31 UTC";"PtfY5sCg4ysatBwxk7tJPjjvbNcsAcj2xE";"0.9159";"1034.54275041";"4.83305305"
"38335";"2014-01-03 14:22:31 UTC";"PqPZ5WTBEzvzogPuQ7JULLTHNTC5hhPJm8";"4.0095";"1039.54275041";"4.809807"
"38335";"2014-01-03 14:22:31 UTC";"PnoWfSqtURRHUyGqYdBiRSs2oJP5e6tERn";"0.6788";"1039.54275041";"4.809807"
"38335";"2014-01-03 14:22:31 UTC";"PiDfaxwg5MyQ68te8wLVX5qfymo7kWz5gi";"0.2235";"1039.54275041";"4.809807"
"38335";"2014-01-03 14:22:31 UTC";"PoauvyoCFLjNwfhLgXVUhkN4qeEr9MaJjh";"0.064";"1039.54275041";"4.809807"
"38335";"2014-01-03 14:22:31 UTC";"PvJcVscw8rw7dCsworqW2w4ciKWjkjizei";"0.0242";"1039.54275041";"4.809807"
